1928;Chemistry;Adolf Otto Reinhold Windaus;Germany;100;ind;M;The Nobel Prize in Chemistry 1928 was awarded to Adolf Windaus for the services rendered through his research into the constitution of the sterols and their connection with the vitamins.
1929;Chemistry;Arthur Harden;United Kingdom;50;ind;M;The Nobel Prize in Chemistry 1929 was awarded jointly to Arthur Harden and Hans Karl August Simon von Euler-Chelpin for their investigations on the fermentation of sugar and fermentative enzymes.
1929;Chemistry;Hans Karl August Simon von Euler-Chelpin;Sweden;50;ind;M;The Nobel Prize in Chemistry 1929 was awarded jointly to Arthur Harden and Hans Karl August Simon von Euler-Chelpin for their investigations on the fermentation of sugar and fermentative enzymes.
1930;Chemistry;Hans Fischer;Germany;100;ind;M;The Nobel Prize in Chemistry 1930 was awarded to Hans Fischer for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin.
1931;Chemistry;Carl Bosch;Germany;50;ind;M;The Nobel Prize in Chemistry 1931 was awarded partly to Carl Bosch in recognition of their contributions to the invention and development of chemical high pressure methods.
1931;Chemistry;Friedrich Bergius;Germany;50;ind;M;The Nobel Prize in Chemistry 1931 was awarded partly to Friedrich Bergius in recognition of their contributions to the invention and development of chemical high pressure methods.
1932;Chemistry;Irving Langmuir;USA;100;ind;M;The Nobel Prize in Chemistry 1932 was awarded to Irving Langmuir for his discoveries and investigations in surface chemistry.
1934;Chemistry;Harold Clayton Urey;USA;100;ind;M;The Nobel Prize in Chemistry 1934 was awarded to Harold C. Urey for his discovery of heavy hydrogen.
1935;Chemistry;Frederic Joliot;France;50;ind;M;The Nobel Prize in Chemistry 1935 was awarded partly to Frederic Joliot in recognition of his synthesis of new radioactive elements.
1935;Chemistry;Irene Joliot-Curie;France;50;ind;F;The Nobel Prize in Chemistry 1935 was awarded partly to Irene Joliot-Curie in recognition of her synthesis of new radioactive elements.
1936;Chemistry;Petrus (Peter) Josephus Wilhelmus Debye;Germany;100;ind;M;The Nobel Prize in Chemistry 1936 was awarded to Peter Debye for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases.
1937;Chemistry;Walter Norman Haworth;United Kingdom;50;ind;M;The Nobel Prize in Chemistry 1937 was awarded partly to Walter Norman Haworth for his investigations on carbohydrates and vitamin C.
1937;Chemistry;Paul Karrer;Switzerland;50;ind;M;The Nobel Prize in Chemistry 1937 was awarded partly Paul Karrer for his investigations on carotenoids, flavins and vitamins A and B2.
1938;Chemistry;Richard Kuhn;Germany;100;ind;M;The Nobel Prize in Chemistry 1938 was awarded to Richard Kuhn for his work on carotenoids and vitamins. He received his Nobel Prize one year later, in 1939. He was caused by the authorities of his country to decline the award, but he later received the diploma and the medal.
1939;Chemistry;Adolf Friedrich Johann Butenandt;Germany;50;ind;M;The Nobel Prize in Chemistry 1939 was awarded partly to Adolf Friedrich Johann Butenandt for his work on sex hormones
1939;Chemistry;Leopold Ruzicka;Switzerland;50;ind;M;The Nobel Prize in Chemistry 1939 was awarded partly to Leopold Ruzicka for his work on polymethylenes and higher terpenes.
1943;Chemistry;George de Hevesy;Sweden;100;ind;M;The Nobel Prize in Chemistry 1943 was awarded to George de Hevesy for his work on the use of isotopes as tracers in the study of chemical processes. He received his Nobel Prize one year later, in 1944.
1944;Chemistry;Otto Hahn;Germany;100;ind;M;The Nobel Prize in Chemistry 1944 was awarded to Otto Hahn for his discovery of the fission of heavy nuclei. He received his Nobel Prize one year later, in 1945.
1945;Chemistry;Artturi Ilmari Virtanen;Finland;100;ind;M;The Nobel Prize in Chemistry 1945 was awarded to Artturi Virtanen for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method.
1946;Chemistry;James Batcheller Sumner;USA;50;ind;M;The Nobel Prize in Chemistry 1946 was awarded partly to James Batcheller Sumner for his discovery that enzymes can be crystallized.
1946;Chemistry;John Howard Northrop;USA;25;ind;M;The Nobel Prize in Chemistry 1946 was awarded partly to John Howard Northrop for his preparation of enzymes and virus proteins in a pure form.
1946;Chemistry;Wendell Meredith Stanley;USA;25;ind;M;The Nobel Prize in Chemistry 1946 was awarded partly to Wendell Meredith Stanley for his preparation of enzymes and virus proteins in a pure form.
1947;Chemistry;Sir Robert Robinson;United Kingdom;100;ind;M;The Nobel Prize in Chemistry 1947 was awarded to Sir Robert Robinson for his investigations on plant products of biological importance, especially the alkaloids.
1948;Chemistry;Arne Wilhelm Kaurin Tiselius;Sweden;100;ind;M;The Nobel Prize in Chemistry 1948 was awarded to Arne Tiselius for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins.
1949;Chemistry;William Francis Giauque;USA;100;ind;M;The Nobel Prize in Chemistry 1949 was awarded to William F. Giauque for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures.
1950;Chemistry;Otto Paul Hermann Diels;Federal Republic of Germany;50;ind;M;The Nobel Prize in Chemistry 1950 was awarded partly to Otto Paul Hermann Diels for his part in the discovery and development of the diene synthesis.
1950;Chemistry;Kurt Alder;Federal Republic of Germany;50;ind;M;The Nobel Prize in Chemistry 1950 was awarded partly to Kurt Alder for his part in the discovery and development of the diene synthesis.
1951;Chemistry;Edwin Mattison McMillan;USA;50;ind;M;The Nobel Prize in Chemistry 1951 was awarded partly to Edwin Mattison McMillan for his discovery in the chemistry of the transuranium elements.
1951;Chemistry;Glenn Theodore Seaborg;USA;50;ind;M;The Nobel Prize in Chemistry 1951 was awarded partly to Glenn Theodore Seaborg for his discovery in the chemistry of the transuranium elements.
1952;Chemistry;Archer John Porter Martin;United Kingdom;50;ind;M;The Nobel Prize in Chemistry 1952 was awarded partly to Archer John Porter Martin for his invention of partition chromatography.
1952;Chemistry;Richard Laurence Millington Synge;United Kingdom;50;ind;M;The Nobel Prize in Chemistry 1952 was awarded partly to Richard Laurence Millington Synge for his invention of partition chromatography.
1953;Chemistry;Hermann Staudinger;Federal Republic of Germany;100;ind;M;The Nobel Prize in Chemistry 1953 was awarded to Hermann Staudinger for his discoveries in the field of macromolecular chemistry.
1954;Chemistry;Linus Carl Pauling;USA;100;ind;M;The Nobel Prize in Chemistry 1954 was awarded to Linus Pauling for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances.
1955;Chemistry;Vincent du Vigneaud;USA;100;ind;M;The Nobel Prize in Chemistry 1955 was awarded to Vincent du Vigneaud for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone.
1956;Chemistry;Sir Cyril Norman Hinshelwood;United Kingdom;50;ind;M;The Nobel Prize in Chemistry 1956 was awarded partly to Sir Cyril Norman Hinshelwood for his research into the mechanism of chemical reactions.
1956;Chemistry;Nikolay Nikolaevich Semenov;USSR;50;ind;M;The Nobel Prize in Chemistry 1956 was awarded partly to Nikolay Nikolaevich Semenov for his research into the mechanism of chemical reactions.
1957;Chemistry;Lord (Alexander R.) Todd;United Kingdom;100;ind;M;The Nobel Prize in Chemistry 1957 was awarded to Lord Todd for his work on nucleotides and nucleotide co-enzymes.
1958;Chemistry;Frederick Sanger;United Kingdom;100;ind;M;The Nobel Prize in Chemistry 1958 was awarded to Frederick Sanger for his work on the structure of proteins, especially that of insulin.
1959;Chemistry;Jaroslav Heyrovsky;Czechoslovakia;100;ind;M;The Nobel Prize in Chemistry 1959 was awarded to Jaroslav Heyrovsky for his discovery and development of the polarographic methods of analysis.
1960;Chemistry;Willard Frank Libby;USA;100;ind;M;The Nobel Prize in Chemistry 1960 was awarded to Willard F. Libby for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science.
1961;Chemistry;Melvin Calvin;USA;100;ind;M;The Nobel Prize in Chemistry 1961 was awarded to Melvin Calvin for his research on the carbon dioxide assimilation in plants.
1962;Chemistry;Max Ferdinand Perutz;United Kingdom;50;ind;M;The Nobel Prize in Chemistry 1962 was awarded partly to Max Ferdinand Perutz for his study of the structures of globular proteins.
1962;Chemistry;John Cowdery Kendrew;United Kingdom;50;ind;M;The Nobel Prize in Chemistry 1962 was awarded partly to John Cowdery Kendrew for his study of the structures of globular proteins.
1963;Chemistry;Karl Ziegler;Federal Republic of Germany;50;ind;M;The Nobel Prize in Chemistry 1963 was awarded partly to Karl Ziegler for his discovery in the field of the chemistry and technology of high polymers.
1963;Chemistry;Giulio Natta;Italy;50;ind;M;The Nobel Prize in Chemistry 1963 was awarded partly to Giulio Natta for his discovery in the field of the chemistry and technology of high polymers.
1964;Chemistry;Dorothy Crowfoot Hodgkin;United Kingdom;100;ind;F;The Nobel Prize in Chemistry 1964 was awarded to Dorothy Crowfoot Hodgkin for her determinations by X-ray techniques of the structures of important biochemical substances.
1965;Chemistry;Robert Burns Woodward;USA;100;ind;M;The Nobel Prize in Chemistry 1965 was awarded to Robert B. Woodward for his outstanding achievements in the art of organic synthesis.
1966;Chemistry;Robert S. Mulliken;USA;100;ind;M;The Nobel Prize in Chemistry 1966 was awarded to Robert S. Mulliken for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method.
1967;Chemistry;Manfred Eigen;Federal Republic of Germany;50;ind;M;The Nobel Prize in Chemistry 1967 was awarded partly to Manfred Eigen for his study of extremely fast chemical reactions, effected by disturbing the equlibrium by means of very short pulses of energy.
1967;Chemistry;Ronald George Wreyford Norrish;United Kingdom;25;ind;M;The Nobel Prize in Chemistry 1967 was awarded partly to Ronald George Wreyford Norrish for his study of extremely fast chemical reactions, effected by disturbing the equlibrium by means of very short pulses of energy.
1967;Chemistry;George Porter;United Kingdom;25;ind;M;The Nobel Prize in Chemistry 1967 was awarded partly to George Porter for his study of extremely fast chemical reactions, effected by disturbing the equlibrium by means of very short pulses of energy.
1968;Chemistry;Lars Onsager;USA;100;ind;M;The Nobel Prize in Chemistry 1968 was awarded to Lars Onsager for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes.
1969;Chemistry;Derek H. R. Barton;United Kingdom;50;ind;M;The Nobel Prize in Chemistry 1969 was awarded partly to Derek H. R. Barton for his contribution to the development of the concept of conformation and its application in chemistry.
1969;Chemistry;Odd Hassel;Norway;50;ind;M;The Nobel Prize in Chemistry 1969 was awarded partly to Odd Hassel for his contribution to the development of the concept of conformation and its application in chemistry.
1970;Chemistry;Luis F. Leloir;Argentina;100;ind;M;The Nobel Prize in Chemistry 1970 was awarded to Luis Leloir for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates.
1971;Chemistry;Gerhard Herzberg;Canada;100;ind;M;The Nobel Prize in Chemistry 1971 was awarded to Gerhard Herzberg for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals.
1972;Chemistry;Christian B. Anfinsen;USA;50;ind;M;The Nobel Prize in Chemistry 1972 was awarded partly to Christian B. Anfinsen for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation.
1972;Chemistry;Stanford Moore;USA;25;ind;M;The Nobel Prize in Chemistry 1972 was awarded partly to Stanford Moore for his contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule.
1972;Chemistry;William H. Stein;USA;25;ind;M;The Nobel Prize in Chemistry 1972 was awarded partly to William H. Stein for his contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule.
1973;Chemistry;Ernst Otto Fischer;Federal Republic of Germany;50;ind;M;The Nobel Prize in Chemistry 1973 was awarded partly to Ernst Otto Fischer for his pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds.
1973;Chemistry;Geoffrey Wilkinson;United Kingdom;50;ind;M;The Nobel Prize in Chemistry 1973 was awarded partly to Geoffrey Wilkinson for his pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds.
1974;Chemistry;Paul J. Flory;USA;100;ind;M;The Nobel Prize in Chemistry 1974 was awarded to Paul J. Flory for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules.
1975;Chemistry;John Warcup Cornforth;United Kingdom;50;ind;M;The Nobel Prize in Chemistry 1975 was awarded partly to John Warcup Cornforth for his work on the stereochemistry of enzyme-catalyzed reactions.
1975;Chemistry;Vladimir Prelog;Switzerland;50;ind;M;The Nobel Prize in Chemistry 1975 was awarded partly to Vladimir Prelog for his research into the stereochemistry of organic molecules and reactions.
1976;Chemistry;William N. Lipscomb;USA;100;ind;M;The Nobel Prize in Chemistry 1976 was awarded to William Lipscomb for his studies on the structure of boranes illuminating problems of chemical bonding.
1977;Chemistry;Ilya Prigogine;USA;100;ind;M;The Nobel Prize in Chemistry 1977 was awarded to Ilya Prigogine for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures.
1978;Chemistry;Peter D. Mitchell;United Kingdom;100;ind;M;The Nobel Prize in Chemistry 1978 was awarded to Peter Mitchell for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory.
1979;Chemistry;Herbert C. Brown;USA;50;ind;M;The Nobel Prize in Chemistry 1979 was awarded partly to Herbert C. Brown for his development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis.
1979;Chemistry;Georg Wittig;Federal Republic of Germany;50;ind;M;The Nobel Prize in Chemistry 1979 was awarded partly to Georg Wittig for his development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis.
1980;Chemistry;Paul Berg;USA;50;ind;M;The Nobel Prize in Chemistry 1980 was awarded partly to Paul Berg for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA.
1980;Chemistry;Walter Gilbert;USA;25;ind;M;The Nobel Prize in Chemistry 1980 was awarded partly to Walter Gilbert for his contribution concerning the determination of base sequences in nucleic acids.
1980;Chemistry;Frederick Sanger;United Kingdom;25;ind;M;The Nobel Prize in Chemistry 1980 was awarded partly to Frederick Sanger for his contribution concerning the determination of base sequences in nucleic acids.
1981;Chemistry;Kenichi Fukui;Japan;50;ind;M;The Nobel Prize in Chemistry 1981 was awarded partly to Kenichi Fukui for his theory, developed independently, concerning the course of chemical reactions.
1981;Chemistry;Roald Hoffmann;USA;50;ind;M;The Nobel Prize in Chemistry 1981 was awarded partly to Roald Hoffmann for his theory, developed independently, concerning the course of chemical reactions.
1982;Chemistry;Aaron Klug;United Kingdom;100;ind;M;The Nobel Prize in Chemistry 1982 was awarded to Aaron Klug for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes.
1983;Chemistry;Henry Taube;USA;100;ind;M;The Nobel Prize in Chemistry 1983 was awarded to Henry Taube for his work on the mechanisms of electron transfer reactions, especially in metal complexes.
1984;Chemistry;Robert Bruce Merrifield;USA;100;ind;M;The Nobel Prize in Chemistry 1984 was awarded to Bruce Merrifield for his development of methodology for chemical synthesis on a solid matrix.
1985;Chemistry;Herbert A. Hauptman;USA;50;ind;M;The Nobel Prize in Chemistry 1985 was awarded partly to Herbert A. Hauptman for his outstanding achievements in the development of direct methods for the determination of crystal structures.
1985;Chemistry;Jerome Karle;USA;50;ind;M;The Nobel Prize in Chemistry 1985 was awarded partly to Jerome Karle for his outstanding achievements in the development of direct methods for the determination of crystal structures.
1986;Chemistry;Dudley R. Herschbach;USA;33,3;ind;M;The Nobel Prize in Chemistry 1986 was awarded partly to Dudley R. Herschbach for his contribution concerning the dynamics of chemical elementary processes.
1986;Chemistry;Yuan T. Lee;USA;33,3;ind;M;The Nobel Prize in Chemistry 1986 was awarded partly to Yuan T. Lee for his contribution concerning the dynamics of chemical elementary processes.
1986;Chemistry;John C. Polanyi;Canada;33,3;ind;M;The Nobel Prize in Chemistry 1986 was awarded partly to John C. Polanyi for his contribution concerning the dynamics of chemical elementary processes.
1987;Chemistry;Donald J. Cram;USA;33,3;ind;M;The Nobel Prize in Chemistry 1987 was awarded partly to Donald J. Cram for his development and use of molecules with structure-specific interactions of high selectivity.
1987;Chemistry;Jean-Marie Lehn;France;33,3;ind;M;The Nobel Prize in Chemistry 1987 was awarded partly to Jean-Marie Lehn for his development and use of molecules with structure-specific interactions of high selectivity.
1987;Chemistry;Charles J. Pedersen;USA;33,3;ind;M;The Nobel Prize in Chemistry 1987 was awarded partly to Charles J. Pedersen for his development and use of molecules with structure-specific interactions of high selectivity.
1988;Chemistry;Johann Deisenhofer;USA;33,3;ind;M;The Nobel Prize in Chemistry 1988 was awarded partly to Johann Deisenhofer for the determination of the three-dimensional structure of a photosynthetic reaction centre.
1988;Chemistry;Robert Huber;Federal Republic of Germany;33,3;ind;M;The Nobel Prize in Chemistry 1988 was awarded partly to Robert Huber for the determination of the three-dimensional structure of a photosynthetic reaction centre.
1988;Chemistry;Hartmut Michel;Federal Republic of Germany;33,3;ind;M;The Nobel Prize in Chemistry 1988 was awarded partly to Hartmut Michel for the determination of the three-dimensional structure of a photosynthetic reaction centre.
1989;Chemistry;Sidney Altman;USA;50;ind;M;The Nobel Prize in Chemistry 1989 was awarded partly to Sidney Altman for his part in the discovery of catalytic properties of RNA.
1989;Chemistry;Thomas R. Cech;USA;50;ind;M;The Nobel Prize in Chemistry 1989 was awarded partly to Thomas R. Cech for his part in the discovery of catalytic properties of RNA.
1990;Chemistry;Elias James Corey;USA;100;ind;M;The Nobel Prize in Chemistry 1990 was awarded to Elias James Corey for his development of the theory and methodology of organic synthesis.
1991;Chemistry;Richard R. Ernst;Switzerland;100;ind;M;The Nobel Prize in Chemistry 1991 was awarded to Richard R. Ernst for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy.
1992;Chemistry;Rudolph A. Marcus;USA;100;ind;M;The Nobel Prize in Chemistry 1992 was awarded to Rudolph A. Marcus for his contributions to the theory of electron transfer reactions in chemical systems.
1993;Chemistry;Kary B. Mullis;USA;50;ind;M;The Nobel Prize in Chemistry 1993 was awarded for contributions to the developments of methods within DNA-based chemistry partly to Kary B. Mullis for his invention of the polymerase chain reaction (PCR) method.
1993;Chemistry;Michael Smith;Canada;50;ind;M;The Nobel Prize in Chemistry 1993 was awarded for contributions to the developments of methods within DNA-based chemistry partly to Michael Smith for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies.
1994;Chemistry;George A. Olah;USA;100;ind;M;The Nobel Prize in Chemistry 1994 was awarded to George A. Olah for his contribution to carbocation chemistry.
1995;Chemistry;Paul J. Crutzen;Federal Republic of Germany;33,3;ind;M;The Nobel Prize in Chemistry 1995 was awarded partly to Paul J. Crutzen for his work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone.
1995;Chemistry;Mario J. Molina;USA;33,3;ind;M;The Nobel Prize in Chemistry 1995 was awarded partly to Mario J. Molina for his work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone.
1995;Chemistry;F. Sherwood Rowland;USA;33,3;ind;M;The Nobel Prize in Chemistry 1995 was awarded partly to F. Sherwood Rowland for his work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone.
1996;Chemistry;Robert F. Curl Jr.;USA;33,3;ind;M;The Nobel Prize in Chemistry 1996 was awarded partly to Robert F. Curl Jr. for his part in the discovery of fullerenes.
1996;Chemistry;Sir Harold W. Kroto;United Kingdom;33,3;ind;M;The Nobel Prize in Chemistry 1996 was awarded partly to Sir Harold W. Kroto for his part in the discovery of fullerenes.
1996;Chemistry;Richard E. Smalley;USA;33,3;ind;M;The Nobel Prize in Chemistry 1996 was awarded partly to Richard E. Smalley for his part in the discovery of fullerenes.
1997;Chemistry;Paul D. Boyer;USA;25;ind;M;The Nobel Prize in Chemistry 1997 was partly to Paul D. Boyer for his elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP).
1997;Chemistry;John E. Walker;United Kingdom;25;ind;M;The Nobel Prize in Chemistry 1997 was partly to John E. Walker for his elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP).
1997;Chemistry;Jens C. Skou;Denmark;50;ind;M;The Nobel Prize in Chemistry 1997 was partly to Jens C. Skou for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase.
1998;Chemistry;Walter Kohn;USA;50;ind;M;The Nobel Prize in Chemistry 1998 was awarded partly to Walter Kohn for his development of the density-functional theory.
1998;Chemistry;John A. Pople;USA;50;ind;M;The Nobel Prize in Chemistry 1998 was awarded partly to John A. Pople for his development of computational methods in quantum chemistry.
1999;Chemistry;Ahmed H. Zewail;USA;100;ind;M;The Nobel Prize in Chemistry 1999 was awarded to Ahmed Zewail for his studies of the transition states of chemical reactions using femtosecond spectroscopy.
2000;Chemistry;Alan J. Heeger;USA;33,3;ind;M;The Nobel Prize in Chemistry 2000 was awarded partly to Alan J. Heeger for his part in the discovery and development of conductive polymers.
2000;Chemistry;Alan G. MacDiarmid;USA;33,3;ind;M;The Nobel Prize in Chemistry 2000 was awarded partly to Alan G. MacDiarmid for his part in the discovery and development of conductive polymers.
2000;Chemistry;Hideki Shirakawa;Japan;33,3;ind;M;The Nobel Prize in Chemistry 2000 was awarded partly to Hideki Shirakawa for his part in the discovery and development of conductive polymers.
2001;Chemistry;William S. Knowles;USA;25;ind;M;The Nobel Prize in Chemistry 2001 was awarded partly to William S. Knowles for his work on chirally catalysed hydrogenation reactions.
2001;Chemistry;Ryoji Noyori;Japan;25;ind;M;The Nobel Prize in Chemistry 2001 was awarded partly to Ryoji Noyori for his work on chirally catalysed hydrogenation reactions.
2001;Chemistry;K. Barry Sharpless;USA;50;ind;M;The Nobel Prize in Chemistry 2001 was awarded partly to K. Barry Sharpless for his work on chirally catalysed oxidation reactions.
2002;Chemistry;John B. Fenn;USA;25;ind;M;The Nobel Prize in Chemistry 2002 was awarded for the development of methods for identification and structure analyses of biological macromolecules partly to John B. Fenn for his development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules.
2002;Chemistry;Koichi Tanaka;Japan;25;ind;M;The Nobel Prize in Chemistry 2002 was awarded for the development of methods for identification and structure analyses of biological macromolecules partly to Koichi Tanaka for his development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules.
2002;Chemistry;Kurt Wuethrich;USA;50;ind;M;The Nobel Prize in Chemistry 2002 was awarded for the development of methods for identification and structure analyses of biological macromolecules partly to Kurt Wuethrich for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution.
2003;Chemistry;Peter Agre;USA;50;ind;M;The Nobel Prize in Chemistry 2003 was awarded for discoveries concerning channels in cell membranes partly to Peter Agre for the discovery of water channels.
2003;Chemistry;Roderick MacKinnon;USA;50;ind;M;The Nobel Prize in Chemistry 2003 was awarded for discoveries concerning channels in cell membranes partly to Roderick MacKinnon for structural and mechanistic studies of ion channels.
2004;Chemistry;Aaron Ciechanover;Israel;33,3;ind;M;The Nobel Prize in Chemistry 2004 was awarded partly to Aaron Ciechanover for the discovery of ubiquitin-mediated protein degradation.
2004;Chemistry;Avram Hershko;Israel;33,3;ind;M;The Nobel Prize in Chemistry 2004 was awarded partly to Avram Hershko for the discovery of ubiquitin-mediated protein degradation.
2004;Chemistry;Irwin Rose;USA;33,3;ind;M;The Nobel Prize in Chemistry 2004 was awarded partly to Irwin Rose for the discovery of ubiquitin-mediated protein degradation.
2005;Chemistry;Yves Chauvin;France;33,3;ind;M;The Nobel Prize in Chemistry 2005 was awarded partly to Yves Chauvin for the development of the metathesis method in organic synthesis.
2005;Chemistry;Robert H. Grubbs;USA;33,3;ind;M;The Nobel Prize in Chemistry 2005 was awarded partly to Robert H. Grubbs for the development of the metathesis method in organic synthesis.
2005;Chemistry;Richard R. Schrock;USA;33,3;ind;M;The Nobel Prize in Chemistry 2005 was awarded partly to Richard R. Schrock for the development of the metathesis method in organic synthesis.
2006;Chemistry;Roger D. Kornberg;USA;100;ind;M;The Nobel Prize in Chemistry 2006 was awarded to Roger D. Kornberg for his studies of the molecular basis of eukaryotic transcription.
2007;Chemistry;Gerhard Ertl;Germany;100;ind;M;The Nobel Prize in Chemistry 2007 was awarded to Gerhard Ertl for his studies of chemical processes on solid surfaces.
2008;Chemistry;Osamu Shimomura;USA;33,3;ind;M;The Nobel Prize in Chemistry 2008 was awarded partly to Osamu Shimomura for the discovery and development of the green fluorescent protein, GFP.
2008;Chemistry;Martin Chalfie;USA;33,3;ind;M;The Nobel Prize in Chemistry 2008 was awarded partly to Martin Chalfie for the discovery and development of the green fluorescent protein, GFP.
2008;Chemistry;Roger Y. Tsien;USA;33,3;ind;M;The Nobel Prize in Chemistry 2008 was awarded partly to Roger Y. Tsien for the discovery and development of the green fluorescent protein, GFP.
2009;Chemistry;Venkatraman Ramakrishnan;United Kingdom;33,3;ind;M;The Nobel Prize in Chemistry 2009 was awarded partly to Venkatraman Ramakrishnan for studies of the structure and function of the ribosome.
2009;Chemistry;Thomas A. Steitz;USA;33,3;ind;M;The Nobel Prize in Chemistry 2009 was awarded partly to Thomas A. Steitz for studies of the structure and function of the ribosome.
2009;Chemistry;Ada E. Yonath;Israel;33,3;ind;F;The Nobel Prize in Chemistry 2009 was awarded partly to Ada E. Yonath for studies of the structure and function of the ribosome.
2010;Chemistry;Richard F. Heck;USA;33,3;ind;M;The Nobel Prize in Chemistry 2010 was awarded partly to Richard F. Heck for palladium-catalyzed cross couplings in organic synthesis.
2010;Chemistry;Ei-ichi Negishi;USA;33,3;ind;M;The Nobel Prize in Chemistry 2010 was awarded partly to Ei-ichi Negishi for palladium-catalyzed cross couplings in organic synthesis.
2010;Chemistry;Akira Suzuki;Japan;33,3;ind;M;The Nobel Prize in Chemistry 2010 was awarded partly to Akira Suzuki for palladium-catalyzed cross couplings in organic synthesis.
2011;Chemistry;Dan Shechtman;Israel;100;ind;M;The Nobel Prize in Chemistry 2011 was awarded to Dan Shechtman for the discovery of quasicrystals.
1901;Medicine;Emil Adolf von Behring;Germany;100;ind;M;The Nobel Prize in Physiology or Medicine 1901 was awarded to Emil von Behring for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths.
1902;Medicine;Ronald Ross;United Kingdom;100;ind;M;The Nobel Prize in Physiology or Medicine 1902 was awarded to Ronald Ross for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it.
1903;Medicine;Niels Ryberg Finsen;Denmark;100;ind;M;The Nobel Prize in Physiology or Medicine 1903 was awarded to Niels Ryberg Finsen in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science.
1904;Medicine;Ivan Petrovich Pavlov;Russia;100;ind;M;The Nobel Prize in Physiology or Medicine 1904 was awarded to Ivan Pavlov in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged.
1905;Medicine;Robert Koch;Germany;100;ind;M;The Nobel Prize in Physiology or Medicine 1905 was awarded to Robert Koch for his investigations and discoveries in relation to tuberculosis.
1906;Medicine;Camillo Golgi;Italy;50;ind;M;The Nobel Prize in Physiology or Medicine 1906 was awarded partly to Camillo Golgi in recognition of their work on the structure of the nervous system.
1906;Medicine;Santiago Ramon y Cajal;Spain;50;ind;M;The Nobel Prize in Physiology or Medicine 1906 was awarded partly to Santiago Ramon y Cajal in recognition of their work on the structure of the nervous system.
1907;Medicine;Charles Louis Alphonse Laveran;France;100;ind;M;The Nobel Prize in Physiology or Medicine 1907 was awarded to Alphonse Laveran in recognition of his work on the role played by protozoa in causing diseases.
1908;Medicine;Ilya Ilyich Mechnikov;France;50;ind;M;The Nobel Prize in Physiology or Medicine 1908 was awarded partly to Ilya Ilyich Mechnikov in recognition of their work on immunity.
1908;Medicine;Paul Ehrlich;Germany;50;ind;M;The Nobel Prize in Physiology or Medicine 1908 was awarded partly to Paul Ehrlich in recognition of their work on immunity.
1909;Medicine;Emil Theodor Kocher;Switzerland;100;ind;M;The Nobel Prize in Physiology or Medicine 1909 was awarded to Theodor Kocher for his work on the physiology, pathology and surgery of the thyroid gland.
